kind	scale_design	df_label	n	k_extremes	magnitude	repetition	n_perm	c_delta	divergence_correlation	p_value	rejected	x_max_is_background	y_max_is_background	either_max_is_background	both_max_are_background	background_topk_index_overlap	background_max_over_planted_mean_x	background_max_over_planted_mean_y	either_background_max_exceeds_planted_mean	planted_product_to_background_product	planted_product_to_random_pairing	mechanism_contrast	background_max_product_exceeds_planted_mean_product
l2	common_scale_parameter	t2.2	80	2	8.0	122	299	1.09514298	0.47880196	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.9249422	0.92356914	0.0	10.48701738	2.9239312	6.10820935	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	123	299	1.05968163	0.22646362	0.05666667	0.0	1.0	1.0	1.0	1.0	0.0	1.71173925	1.51388578	1.0	7.56211256	2.5843285	4.22030051	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	124	299	1.104271	0.41822656	0.04	1.0	0.0	1.0	1.0	0.0	0.0	0.69571766	2.14033371	1.0	8.73642041	2.40929315	4.72858311	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	125	299	0.99526922	-0.01479067	0.39	0.0	1.0	0.0	1.0	0.0	0.0	8.62112619	0.96604518	1.0	2.75888977	2.82535099	1.69926045	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	126	299	1.01208379	0.04591687	0.21333333	0.0	1.0	1.0	1.0	1.0	0.0	2.91366348	1.14550564	1.0	5.30614766	2.86453772	3.15579243	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	127	299	1.0844522	0.38910001	0.01333333	1.0	1.0	1.0	1.0	1.0	0.0	1.04517335	1.87280679	1.0	7.49542397	2.26219598	3.9016918	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	128	299	1.05846354	0.29065888	0.04333333	1.0	0.0	1.0	1.0	0.0	0.0	0.72799196	1.67481492	1.0	7.90405379	2.28389164	4.0107748	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	129	299	1.08736571	0.40368176	0.01	1.0	1.0	0.0	1.0	0.0	0.0	1.45402925	0.59691525	1.0	9.16675179	3.30571659	5.77356477	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	130	299	1.12125039	0.57110689	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.96308699	0.78770477	0.0	11.89747826	3.3052648	7.31199378	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	131	299	1.06804918	0.35468017	0.02	1.0	0.0	1.0	1.0	0.0	0.0	0.75732275	1.13050308	1.0	7.94459785	2.25049951	4.01737284	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	132	299	1.06431291	0.2344881	0.04666667	1.0	0.0	1.0	1.0	0.0	0.0	0.90933944	3.09488998	1.0	6.02661399	1.90906826	2.71336641	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	133	299	1.08918753	0.40236134	0.01666667	1.0	1.0	0.0	1.0	0.0	0.0	1.62417862	0.66160764	1.0	8.93954689	2.87787633	5.30125986	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	134	299	1.07858271	0.39725551	0.01666667	1.0	0.0	1.0	1.0	0.0	0.0	0.84728456	1.39541987	1.0	8.17010662	2.39248545	4.349263	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	135	299	1.06290209	0.25022417	0.03666667	1.0	1.0	0.0	1.0	0.0	0.0	2.11181422	0.79046804	1.0	8.38829819	2.89151497	4.92311904	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	136	299	1.05127553	0.27243078	0.02333333	1.0	1.0	1.0	1.0	1.0	0.0	1.37406319	1.01886165	1.0	7.06323469	2.58117565	3.94992008	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	137	299	1.00783144	0.02454522	0.24	0.0	1.0	1.0	1.0	1.0	0.0	3.03771241	1.9867376	1.0	4.50904736	2.32875902	2.38382731	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	138	299	1.02457495	0.09663689	0.1	0.0	1.0	1.0	1.0	1.0	0.0	2.08342745	1.53601984	1.0	5.95543885	2.57848014	3.32361405	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	139	299	1.0776341	0.39331354	0.00666667	1.0	1.0	1.0	1.0	1.0	0.0	1.09733436	1.13228673	1.0	7.55923916	2.52105964	4.22247077	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	140	299	1.09910512	0.37229747	0.05333333	0.0	0.0	1.0	1.0	0.0	0.0	0.85435947	1.89744562	1.0	10.29809032	2.72875751	5.81828455	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	141	299	1.06381769	0.2641542	0.05666667	0.0	1.0	1.0	1.0	1.0	0.0	1.71696519	1.35320102	1.0	8.02011354	2.87133593	4.73033386	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	142	299	1.05837245	0.24694931	0.03	1.0	0.0	1.0	1.0	0.0	0.0	0.56593265	2.26380758	1.0	7.86364559	2.14314542	3.78910133	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	143	299	1.10630082	0.46863528	0.01	1.0	1.0	0.0	1.0	0.0	0.0	1.37311518	0.65724418	1.0	10.98393343	3.21999587	6.7043633	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	144	299	1.06258126	0.238751	0.05	0.0	1.0	1.0	1.0	1.0	0.0	1.70760265	1.39336436	1.0	8.32248292	2.92193824	4.91672511	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	145	299	1.07542852	0.38619908	0.01	1.0	1.0	0.0	1.0	0.0	0.0	1.46280593	0.91816007	1.0	7.66515846	2.77617109	4.5207293	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	146	299	1.02648132	0.08048775	0.11666667	0.0	1.0	1.0	1.0	1.0	0.0	3.85564996	1.00189122	1.0	5.98564615	3.19889444	3.75536879	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	147	299	1.06563669	0.32277378	0.02666667	1.0	1.0	1.0	1.0	1.0	0.0	1.16526464	1.40237965	1.0	7.77673457	2.7105285	4.47211401	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	148	299	1.09477978	0.51156892	0.00666667	1.0	0.0	0.0	0.0	0.0	0.0	0.83741102	0.87868399	0.0	9.78412044	2.71661458	5.54976813	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	149	299	1.00100601	0.00327689	0.31666667	0.0	1.0	1.0	1.0	1.0	0.0	2.28510022	3.67715412	1.0	3.23098411	1.61296874	1.16416	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	150	299	1.07234599	0.42428284	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.90642041	0.99942628	0.0	7.94732787	2.43186472	4.27531139	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	151	299	1.06146462	0.26753345	0.05333333	0.0	1.0	1.0	1.0	1.0	0.0	1.04139203	1.77824428	1.0	7.67294914	2.64458951	4.34072064	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	152	299	1.04569936	0.16847096	0.07333333	0.0	1.0	0.0	1.0	0.0	0.0	3.07855449	0.56333324	1.0	7.20641175	3.39102087	4.59977477	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	153	299	1.11839891	0.512938	0.00666667	1.0	0.0	1.0	1.0	0.0	0.5	0.64111896	2.08283379	1.0	7.45066005	2.16623907	3.86314303	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	154	299	1.13864155	0.70290345	0.00333333	1.0	1.0	0.0	1.0	0.0	0.5	1.0370197	0.63822627	1.0	9.64102333	3.14302518	6.15526652	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	155	299	1.06863292	0.30452485	0.02666667	1.0	1.0	1.0	1.0	1.0	0.0	1.05306407	1.62697725	1.0	7.98811027	2.73136872	4.60631728	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	156	299	1.0804073	0.41816705	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.52711952	1.26961575	1.0	9.23883961	2.46378416	4.91747841	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	157	299	0.99995078	-0.00013601	0.21333333	0.0	1.0	1.0	1.0	1.0	0.0	7.14996231	1.76065951	1.0	2.56937535	2.27716423	1.38658042	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	158	299	1.01883182	0.06391987	0.14666667	0.0	1.0	1.0	1.0	1.0	0.0	3.19494786	1.74620792	1.0	4.99360399	2.44496377	2.73383046	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	159	299	1.05911075	0.27794548	0.03333333	1.0	1.0	1.0	1.0	1.0	0.0	1.23342454	1.28260523	1.0	7.55406913	2.64738294	4.27762269	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	160	299	1.10858084	0.54719128	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.65959918	0.84512995	0.0	10.09556671	3.07278629	6.15088992	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	161	299	1.10571905	0.56214457	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.88499777	0.69225977	0.0	10.04620495	3.34965691	6.3548534	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	162	299	1.06389688	0.27116228	0.05	0.0	1.0	1.0	1.0	1.0	0.0	1.45311463	1.95763075	1.0	6.43775059	2.38914979	3.50576296	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	163	299	1.07497509	0.35611043	0.02333333	1.0	0.0	1.0	1.0	0.0	0.0	0.98861703	1.17038044	1.0	8.66634928	2.54999924	4.75197476	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	164	299	1.07157358	0.28208588	0.04	1.0	1.0	1.0	1.0	1.0	0.5	2.26441277	1.08942135	1.0	5.9098327	2.83963845	3.65413986	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	165	299	1.07068478	0.30858615	0.03666667	1.0	1.0	1.0	1.0	1.0	0.0	1.20232142	1.39596358	1.0	7.89752904	2.55690592	4.39147601	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	166	299	1.04097239	0.16779982	0.11333333	0.0	1.0	1.0	1.0	1.0	0.0	2.22027214	1.26837672	1.0	6.00934031	2.89084287	3.6362548	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	167	299	1.10593033	0.60559506	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.54847736	0.7946951	0.0	10.65294716	2.83127043	6.1388021	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	168	299	1.09612133	0.45344951	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.62246381	1.4142443	1.0	10.18322912	2.78955406	5.82367509	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	169	299	1.1291274	0.60592601	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.02334839	0.8948391	1.0	9.97560668	3.00898748	6.1421339	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	170	299	1.12590658	0.62116265	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.70142959	0.7099727	0.0	11.58973466	3.35692053	7.24398131	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	171	299	1.04067479	0.14051217	0.09333333	0.0	1.0	1.0	1.0	1.0	0.0	2.30640564	2.87652775	1.0	3.40052284	1.82819256	1.51237293	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	172	299	1.03183499	0.12040028	0.1	0.0	1.0	0.0	1.0	0.0	0.0	3.30593571	0.82479818	1.0	5.45497263	3.05043581	3.40429163	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	173	299	1.09720833	0.55436385	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.71849063	1.0496504	1.0	8.79258129	2.78411694	5.17417171	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	174	299	1.02657523	0.07078063	0.10666667	0.0	1.0	1.0	1.0	1.0	0.0	4.55511272	1.60896339	1.0	4.74113527	2.88651055	2.90890246	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	175	299	1.1071842	0.52758187	0.00333333	1.0	1.0	0.0	1.0	0.0	0.0	1.23283413	0.81003	1.0	9.48599433	3.0176576	5.79327216	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	176	299	1.08512553	0.45678992	0.00666667	1.0	0.0	0.0	0.0	0.0	0.0	0.82130522	0.98771692	0.0	8.82774885	2.63892881	4.97556515	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	177	299	1.06534078	0.31465738	0.04666667	1.0	0.0	1.0	1.0	0.0	0.0	0.9793846	1.87853905	1.0	6.72777497	2.21781531	3.44267466	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	178	299	1.0263247	0.11197591	0.1	0.0	0.0	1.0	1.0	0.0	0.0	0.82196101	3.32337089	1.0	5.0323515	1.64313877	1.83642971	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	179	299	1.06145271	0.26786599	0.03666667	1.0	1.0	0.0	1.0	0.0	0.0	2.17912603	0.75538301	1.0	7.61077035	3.10628722	4.7008778	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	180	299	1.07332235	0.29786574	0.05333333	0.0	1.0	0.0	1.0	0.0	0.0	2.89389976	0.78845118	1.0	6.38855522	2.81941558	3.89959293	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	181	299	1.0908756	0.47712484	0.00666667	1.0	0.0	0.0	0.0	0.0	0.0	0.69778229	0.80771115	0.0	10.07571206	2.81874004	5.78042753	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	182	299	1.07570217	0.3728047	0.01	1.0	1.0	1.0	1.0	1.0	0.0	1.05534306	1.19772001	1.0	8.28516385	2.44617252	4.45719116	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	183	299	1.09600745	0.44198553	0.00333333	1.0	1.0	1.0	1.0	1.0	0.0	1.0295284	1.01446083	1.0	10.52886954	3.21486971	6.42068902	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	184	299	1.04805475	0.16977473	0.08333333	0.0	1.0	1.0	1.0	1.0	0.0	2.02848948	1.74269473	1.0	6.12699577	2.59734232	3.50045036	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	185	299	1.0201765	0.06582384	0.17333333	0.0	1.0	1.0	1.0	1.0	0.0	2.53146554	2.08107967	1.0	4.42086617	2.16568064	2.23629639	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	186	299	1.06292075	0.28336365	0.03	1.0	1.0	1.0	1.0	1.0	0.0	1.45749307	1.26812437	1.0	7.52859675	2.5617537	4.19401645	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	187	299	1.12881585	0.52083609	0.01666667	1.0	1.0	0.0	1.0	0.0	0.5	2.69312932	0.61960448	1.0	6.95338202	3.06481412	4.60297401	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	188	299	1.12345117	0.47570135	0.01	1.0	1.0	1.0	1.0	1.0	0.5	2.49294011	1.21888264	1.0	6.08596201	2.679267	3.80194516	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	189	299	1.03662242	0.13379085	0.08333333	0.0	1.0	1.0	1.0	1.0	0.0	1.33330381	2.7274659	1.0	6.24760821	1.93214705	2.7621229	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	190	299	1.07893753	0.34286978	0.04333333	1.0	0.0	1.0	1.0	0.0	0.0	0.48663665	1.54454666	1.0	9.50693399	2.37610007	4.8986706	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	191	299	1.05809866	0.26723031	0.04666667	1.0	0.0	1.0	1.0	0.0	0.0	0.75431744	1.55911701	1.0	8.18200953	2.38275442	4.25927299	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	192	299	1.0228406	0.07498257	0.09333333	0.0	1.0	1.0	1.0	1.0	0.0	4.18479012	1.14303477	1.0	4.87556686	2.90523415	2.98151874	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	193	299	1.07332855	0.28175195	0.03666667	1.0	0.0	1.0	1.0	0.0	0.0	0.62273486	2.68342197	1.0	7.5424589	2.21701514	3.81929871	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	194	299	1.11197277	0.54921723	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.65174099	0.94172106	0.0	10.4525706	2.85860437	6.11253393	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	195	299	1.09090557	0.50324475	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.8383604	0.78872218	0.0	9.66978272	2.78074665	5.55194521	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	196	299	1.06944634	0.27139442	0.04666667	1.0	1.0	1.0	1.0	1.0	0.0	1.53522258	1.52727831	1.0	8.38250476	2.79435963	4.85961626	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	197	299	1.05341564	0.16722265	0.06666667	0.0	1.0	0.0	1.0	0.0	0.0	3.75864039	0.64356604	1.0	6.96660257	3.58417954	4.6043816	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	198	299	1.14021836	0.61731688	0.00666667	1.0	0.0	0.0	0.0	0.0	0.0	0.91093691	0.62777561	0.0	13.47104708	3.35689279	8.2211392	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	199	299	1.01903529	0.06138104	0.16666667	0.0	1.0	1.0	1.0	1.0	0.0	1.55802609	3.16110619	1.0	5.00642943	1.86634552	2.15258479	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	200	299	1.05312435	0.22921788	0.05	0.0	1.0	1.0	1.0	1.0	0.0	1.33382391	1.56879663	1.0	7.62446433	2.50337177	4.13691091	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	201	299	1.01264973	0.0374189	0.15	0.0	1.0	1.0	1.0	1.0	0.0	2.31468033	2.77010658	1.0	4.74144541	1.89766077	2.07697149	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	202	299	1.06446267	0.27257309	0.02333333	1.0	1.0	0.0	1.0	0.0	0.0	2.27121116	0.56852065	1.0	8.20315492	3.20705183	5.09221657	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	203	299	1.03264541	0.10213731	0.10333333	0.0	1.0	1.0	1.0	1.0	0.0	2.5280894	2.18218022	1.0	5.26318196	2.34512502	2.81717364	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	204	299	1.07534647	0.36750048	0.00666667	1.0	1.0	0.0	1.0	0.0	0.0	1.02848155	0.89144094	1.0	8.74260716	2.95745645	5.21335128	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	205	299	1.09645909	0.44821212	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.82788946	1.15660125	1.0	9.59731292	2.68771431	5.43883208	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	206	299	1.05796758	0.25431644	0.02666667	1.0	1.0	1.0	1.0	1.0	0.0	1.48317113	1.37654172	1.0	7.75974089	2.70405958	4.42563908	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	207	299	1.13965822	0.65569964	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.92420745	0.51072522	0.0	12.57649926	3.54002551	7.97579922	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	208	299	1.04717763	0.17750094	0.06333333	0.0	1.0	0.0	1.0	0.0	0.0	2.31668611	0.73764916	1.0	7.68177547	3.25108937	4.77263718	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	209	299	1.06013633	0.29038728	0.03333333	1.0	0.0	1.0	1.0	0.0	0.0	0.88377278	1.38728049	1.0	7.90502922	2.38267375	4.14725668	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	210	299	1.07433747	0.40629066	0.00666667	1.0	0.0	1.0	1.0	0.0	0.0	0.69712448	1.08272096	1.0	8.14221357	2.57471333	4.53947738	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	211	299	1.08326356	0.40348191	0.01	1.0	1.0	1.0	1.0	1.0	0.0	1.10618839	1.19922761	1.0	9.32343301	2.879326	5.45661714	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	212	299	1.06762334	0.34856831	0.01333333	1.0	1.0	0.0	1.0	0.0	0.0	1.18785849	0.85071936	1.0	8.43266076	3.0228294	5.08055095	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	213	299	1.09453979	0.44071322	0.00666667	1.0	1.0	0.0	1.0	0.0	0.0	1.19088862	0.85732676	1.0	9.88180089	2.99116767	5.89179354	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	214	299	1.12238977	0.53485849	0.00333333	1.0	0.0	0.0	0.0	0.0	0.0	0.98192353	0.86768549	0.0	10.40039875	3.1864378	6.4856709	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	215	299	1.02923757	0.09049943	0.16	0.0	1.0	1.0	1.0	1.0	0.0	1.6790829	3.79136002	1.0	4.63191378	1.78869109	1.92709631	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	216	299	1.03367879	0.11492177	0.06333333	0.0	1.0	1.0	1.0	1.0	0.0	1.2643844	3.39681802	1.0	5.28652977	1.87333211	2.30096111	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	217	299	1.04161753	0.18947501	0.06333333	0.0	1.0	1.0	1.0	1.0	0.0	1.21031129	1.56301779	1.0	6.66600949	2.46247201	3.6120803	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	218	299	1.05773931	0.25164989	0.06333333	0.0	1.0	1.0	1.0	1.0	0.5	2.44113797	1.1124297	1.0	5.32191019	2.55862532	3.09472983	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	219	299	1.0732212	0.32080244	0.01333333	1.0	0.0	1.0	1.0	0.0	0.0	0.96203095	1.50499503	1.0	8.28482455	2.47477968	4.48230468	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	220	299	1.08951378	0.40051424	0.01333333	1.0	1.0	0.0	1.0	0.0	0.0	2.03528898	0.73228412	1.0	7.40206046	3.02220095	4.65167169	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	221	299	1.10264072	0.45357902	0.01	1.0	1.0	0.0	1.0	0.0	0.0	1.45625401	0.63051577	1.0	10.54682399	3.3447125	6.5815881	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	222	299	1.10459584	0.55843024	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.70272226	1.08142089	1.0	8.66028409	2.58653789	4.92459487	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	223	299	1.07440762	0.32470819	0.03333333	1.0	1.0	1.0	1.0	1.0	0.0	1.40519517	1.35697205	1.0	7.30230562	2.58219002	4.15295191	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	224	299	1.02780765	0.15063731	0.11333333	0.0	1.0	1.0	1.0	1.0	0.0	1.39472392	1.41218604	1.0	5.4472276	2.04385295	2.57331149	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	225	299	1.10061588	0.52712782	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.80596403	1.06774455	1.0	8.90228302	2.69649477	5.14747082	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	226	299	1.06577638	0.25482003	0.06666667	0.0	1.0	1.0	1.0	1.0	0.0	1.01203402	1.81918367	1.0	7.63300811	2.35070811	4.00950887	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	227	299	1.07927178	0.42199905	0.00666667	1.0	0.0	0.0	0.0	0.0	0.0	0.62548046	0.95394392	0.0	9.53822993	2.7222701	5.36716213	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	228	299	1.07032652	0.32476716	0.02666667	1.0	1.0	1.0	1.0	1.0	0.0	1.02344478	1.51446174	1.0	7.39861211	2.75650761	4.35023167	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	229	299	1.05099411	0.18527019	0.09666667	0.0	1.0	1.0	1.0	1.0	0.0	1.88997538	1.2711416	1.0	7.32116109	3.03593022	4.45586374	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	230	299	1.06026478	0.19352074	0.03333333	1.0	0.0	1.0	1.0	0.0	0.0	0.59378633	3.26517441	1.0	7.92951551	2.01971745	3.61796318	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	231	299	1.078772	0.36113577	0.01666667	1.0	1.0	0.0	1.0	0.0	0.0	1.32656982	0.82151431	1.0	9.69363315	3.17407314	5.88384572	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	232	299	1.00765919	0.02492723	0.23333333	0.0	1.0	1.0	1.0	1.0	0.0	1.49257716	5.00990179	1.0	3.45705552	1.26699591	0.69160726	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	233	299	1.09160624	0.47336154	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.58976829	1.00152179	1.0	10.26945646	2.85842207	5.91716506	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	234	299	1.09609989	0.46244911	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.94200648	1.15459971	1.0	10.01952542	2.93688343	5.91023771	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	235	299	1.08139519	0.37651432	0.01	1.0	0.0	1.0	1.0	0.0	0.0	0.88385607	1.19685217	1.0	9.69363743	2.8009323	5.53673522	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	236	299	1.04259226	0.16742605	0.08666667	0.0	0.0	1.0	1.0	0.0	0.0	0.73255475	2.99782682	1.0	6.86919162	1.97921194	3.08989294	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	237	299	1.10347153	0.51167379	0.00333333	1.0	0.0	1.0	1.0	0.0	0.5	0.70076979	1.18887331	1.0	9.40961477	2.91688829	5.63817238	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	238	299	1.0110526	0.02656146	0.12666667	0.0	1.0	1.0	1.0	1.0	0.0	3.93727667	3.20645454	1.0	3.34978141	1.81263057	1.43411142	1.0
l2	common_scale_parameter	t2.2	80	2	8.0	239	299	1.06769667	0.32756278	0.02	1.0	0.0	1.0	1.0	0.0	0.0	0.70354693	1.56594266	1.0	7.77062907	2.05188536	3.6375265	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	240	299	1.08834627	0.53085805	0.00333333	1.0	0.0	1.0	1.0	0.0	0.0	0.80914547	1.00697242	1.0	9.00512794	2.68810862	5.12841209	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	241	299	1.11223043	0.57232361	0.00666667	1.0	1.0	0.0	1.0	0.0	0.5	1.14985076	0.63586919	1.0	9.23643754	3.37389622	5.9939628	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	242	299	1.07538622	0.31593854	0.01333333	1.0	0.0	1.0	1.0	0.0	0.0	0.9656779	1.35093287	1.0	8.8369145	2.59471861	4.88377613	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	243	299	1.07862173	0.34862536	0.01666667	1.0	1.0	0.0	1.0	0.0	0.0	1.58928876	0.8521868	1.0	8.27469047	2.9864389	5.02312285	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	244	299	1.06509298	0.2676784	0.01666667	1.0	1.0	1.0	1.0	1.0	0.0	1.15118539	1.32838187	1.0	8.47828241	2.67101877	4.75953781	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	245	299	1.10031678	0.46965334	0.00666667	1.0	1.0	0.0	1.0	0.0	0.0	1.32426928	0.52430704	1.0	9.93310945	3.48351991	6.36956077	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	246	299	1.06249613	0.31513988	0.01333333	1.0	1.0	0.0	1.0	0.0	0.0	1.46057132	0.76903024	1.0	7.99864989	2.96866288	4.79655163	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	247	299	1.06004547	0.27607022	0.01666667	1.0	0.0	1.0	1.0	0.0	0.0	0.87746742	1.80737623	1.0	7.12727923	2.4992637	3.93021552	0.0
l2	common_scale_parameter	t2.2	80	2	8.0	248	299	1.02055878	0.07303235	0.14666667	0.0	1.0	1.0	1.0	1.0	0.0	2.22762135	1.63924155	1.0	5.26735608	2.60664046	2.99395092	0.0
